数据日期,客户编号,客户编号转码,客户名称,合同流水号,合同编号,年初风险分类名称,最新风险分类结果,年初风险分类,最新风险分类,最新风险五级分类,合同期限(年),短中长期贷款标识,客户所属省/市,业务品种大类,分区日期: [yyyyMMdd],一级分行名称,账务机构代码,账务机构名称,账务机构全路径,合同账务机构,合同状态,合同到期日期,合同经办人,实际发放日期,实际到期日期,合同终结日期,授信申请流水号,债项审批通知书流水号,主体通知书流水号,债项额度编号,授信协议额度流水号,授信协议通知书流水号,授信协议合同流水号,是否占用额度,占用额度客户编号,额度占用方角色,额度占用方债项审批通知书流水号,占用债项授信额度流水号,第三方额度流水号,第三方额度审批通知书流水号,占用第三方额度客户编号,基准利率代号,浮动类型,计息方式,计息周期,源系统业务品种名称,业务品种名称,业务类别名称,产品代码,发生类型,货币种类,还款方式名称,主要担保方式名称,国标行业投向代码,国标行业投向名称,本行投向代码,相关科目代码,相关科目名称,委托人客户类型,客户考核分类,客户考核预分类,经济类型代码,所在行政区划名称,控股类型（企业出资人经济成分）,首次风险分类时间,最新风险分类时间,系统控制类型,系统控制模板类型,合同模式标识,数据来源系统代码,战略新兴产业类型代码,战略新兴产业类型名称,承诺业务品种,汇率（本外币折人民币）,客户所属集团名称,客户所属集团,客户所属国标行业名称,贷款余额(万元),合同金额(万元)
2026-06-30,900000000034,A00034,星海医药股份有限公司,202210100017846,442290370077-6,0101--正常1,0101--正常1,正常,正常,正常,3.0,中期,贵州省,公司固定贷款,2026-06-30,贵阳分行,00293,贵阳市城北支行,"0108001,0140001,520115,00293",00293,302--已生效终止下柜,2025-10-10,JB7208,2022-10-10,2025-10-10,2025-10-28,zxsq2022101000178LR,tz2022101000178LO,tz2022092600178QL,FXQYF383L04244759164958456517018237308346,,,,1--是,900000000034,01--融资人,tz2022101000178LO,FXQYF383L04244759164958456517018237308346,DSFED2022101000000178,dstz2022101000178QF,900000000088,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,公司住房开发贷款,1010201--公司住房开发贷款,2001--单一债项,105020100,0100--正常申请,01--人民币,0102--分期等额本息,30202--工业用地土地使用权抵押,L7251,L7251--互联网广告服务,33,113202,113202--中期住房开发贷款,企业法人,风险客户,风险,159,520115--贵州省--贵阳市--观山湖区,B0302--外商绝对控股,2022-12-24 18:58:41,2026-01-20 10:08:33,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010201--公司住房开发贷款,1.0,,无,L7251--互联网广告服务,0.0,1390.6
2026-06-30,900000000078,A00078,华盛材料集团有限公司,2024080700179HR,687786741448-9,0102--正常2,0102--正常2,正常,正常,正常,3.0,中期,云南省,公司流动贷款,2026-06-30,昆明分行,00282,昆明市营业部,"0108001,0140001,530103,00282",00282,301--已生效待下柜,2027-08-07,JB9986,2024-08-07,2027-09-06,,zxsq2024080700179IU,tz2024080700179ZA,tz20240727001791B,FXQYF889L02600594527677636579037599980153,,,,1--是,900000000078,01--融资人,tz2024080700179ZA,FXQYF889L02600594527677636579037599980153,,,,01700Y01,0--浮动值浮动,1--不分段计息,0--按月计息,流动资金额度循环贷款,10107--流动资金额度循环贷款,2001--单一债项,105070000,0100--正常申请,01--人民币,02--到期还款,30103--办公用房抵押,F5111,F5111--谷物、豆及薯类批发,92,113201,113201--普通中期贷款,企业法人,基础客户,长尾,120,530103--云南省--昆明市--盘龙区,B0302--外商绝对控股,2024-10-13 09:39:59,2025-01-26 10:43:11,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,6,6-新能源产业,10107--流动资金额度循环贷款,1.0,,无,F5111--谷物、豆及薯类批发,812.13,2088.33
2026-06-30,900000000077,A00077,华盛建设有限公司,2024052300180EA,684822546556-6,0101--正常1,0102--正常2,正常,正常,正常,5.0,中期,福建省,公司固定贷款,2026-06-30,莆田分行,00482,莆田市城南支行,"0108001,0140001,350302,00482",00482,301--已生效待下柜,2029-05-23,JB8072,2024-05-23,2029-07-22,,zxsq20240523001804P,tz2024052300180J1,tz2024052000180L3,FXQYF330L11963126994256057433680278894166,XYED2024052300000180,xytz2024052300180SC,xyht2024052300180G1,1--是,900000000077,01--融资人,tz2024052300180J1,FXQYF330L11963126994256057433680278894166,,,,01700Y01,0--浮动值浮动,1--不分段计息,1--按季计息,并购贷款,10106--并购贷款,2001--单一债项,105060000,0100--正常申请,01--人民币,0102--分期等额本息,40101--活期保证金,L7212,L7212--投资与资产管理,03,113201,113201--普通中期贷款,企业法人,风险客户,风险,174,350302--福建省--莆田市--城厢区,A0102--国有绝对控股,2024-06-20 18:46:31,2026-04-04 09:40:06,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,10106--并购贷款,1.0,,无,L7212--投资与资产管理,4006.07,5655.63
2026-06-30,900000000015,A00015,鼎盛物流股份有限公司,20260515001811V,141424624880-2,0101--正常1,0400--可疑,正常,不良,可疑,0.5,短期,辽宁省,公司流动贷款,2026-06-30,沈阳分行,00283,沈阳市中心支行,"0108001,0140001,210102,00283",00283,301--已生效待下柜,2026-11-15,JB5769,2026-05-15,2026-12-15,,zxsq2026051500181VI,tz2026051500181GD,tz2026042800181KK,FXQYF031L64649329092473932550655533929174,,,,1--是,900000000015,01--融资人,tz2026051500181GD,FXQYF031L64649329092473932550655533929174,,,,01700Y05,0--浮动值浮动,1--不分段计息,2--按年计息,公司结算帐户透支,1010401--公司结算帐户透支,2001--单一债项,105040100,0100--正常申请,14--美元,03--分期还款（不规则期限还款）,30299--其他土地使用权抵押,C2924,C2924--泡沫塑料制造,60,125110,125110--单位结算账户透支,企业法人,基础客户,长尾,120,210102--辽宁省--沈阳市--和平区,B0101--私人相对控股,2026-06-30 09:12:07,2026-06-30 10:08:43,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010401--公司结算帐户透支,7.0197349332,,无,C2924--泡沫塑料制造,1316.09,1489.91
2026-06-30,900000000029,A00029,华盛医药股份有限公司,2023011100182CO,678414726900-5,0400--可疑,0103--正常3,不良,正常,正常,3.0,中期,广东省,公司固定贷款,2026-06-30,广州分行,00288,广州市城南支行,"0108001,0140001,440106,00288",00288,302--已生效终止下柜,2026-01-11,JB9619,2023-01-11,2026-02-10,2026-02-10,zxsq2023011100182ZG,tz2023011100182ZU,tz2022122800182DB,FXQYF991L46477045241395859471084190183471,,,,1--是,900000000029,01--融资人,tz2023011100182ZU,FXQYF991L46477045241395859471084190183471,,,,01700Y01,0--浮动值浮动,1--不分段计息,1--按季计息,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0100--正常申请,01--人民币,02--到期还款,203--专业担保公司保证,C3461,C3461--烘炉、熔炉及电炉制造,76,113201,113201--普通中期贷款,企业法人,风险客户,风险,110,440106--广东省--广州市--天河区,B0101--私人相对控股,2023-01-31 18:58:11,2025-02-20 09:38:03,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,,无,C3461--烘炉、熔炉及电炉制造,0.0,3039.0
2026-06-30,900000000085,A00085,鼎盛商贸有限公司,2023100300183MD,525837959871-5,0101--正常1,0101--正常1,正常,正常,正常,3.0,中期,陕西省,公司固定贷款,2026-06-30,西安分行,00296,西安市营业部,"0108001,0140001,610113,00296",00296,301--已生效待下柜,2026-10-03,JB3002,2023-10-03,2026-11-02,,zxsq2023100300183RO,tz20231003001832X,tz2023092100183GG,FXQYF782L54115144591428934687738299833624,,,,1--是,900000000085,01--融资人,tz20231003001832X,FXQYF782L54115144591428934687738299833624,,,,01700Y05,0--浮动值浮动,1--不分段计息,1--按季计息,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0100--正常申请,01--人民币,0101--分期等额本金,40102--定期保证金,G5431,G5431--普通货物道路运输,05,113201,113201--普通中期贷款,事业法人,基础客户,长尾,130,610113--陕西省--西安市--雁塔区,B0101--私人相对控股,2023-12-29 10:30:46,2025-05-13 18:34:13,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,0,0-不属于战略性新兴产业,1010302--公司商用房按揭贷款,1.0,新科产业集团有限公司,有,G5431--普通货物道路运输,1093.95,9845.51
2026-06-30,900000000044,A00044,中恒科技股份有限公司,202405050018476,215418681131-5,0101--正常1,0300--次级,正常,不良,次级,7.0,长期,安徽省,公司固定贷款,2026-06-30,合肥分行,00288,合肥市高新支行,"0108001,0140001,340104,00288",00288,301--已生效待下柜,2031-05-05,JB2894,2024-05-05,2031-07-04,,zxsq2024050500184WQ,tz2024050500184QC,tz20240504001849E,FXQYF600L40777035481562008414125685486976,,,,1--是,900000000044,01--融资人,tz2024050500184QC,FXQYF600L40777035481562008414125685486976,,,,01700Y05,0--浮动值浮动,4--满月分段计息,2--按年计息,并购贷款,10106--并购贷款,2002--组合债项,105060000,0302--重组-借新还旧（不变更主体）,01--人民币,02--到期还款,30101--住房抵押,F5239,F5239--其他日用品零售,28,113301,113301--普通长期贷款,企业法人,风险客户,风险,141,340104--安徽省--合肥市--蜀山区,B0201--港澳台相对控股,2024-07-15 10:24:47,2025-12-27 08:47:17,0008--主合同(企金合同),1001--传统企金业务模板,1,CRM,1,1-新一代信息技术产业,10106--并购贷款,1.0,,无,F5239--其他日用品零售,3531.99,5028.6
2026-06-30,900000000016,A00016,宏泰建设集团有限公司,2024071400185O2,278454000696-6,0101--正常1,0103--正常3,正常,正常,正常,3.0,中期,山东省,公司固定贷款,2026-06-30,济南分行,00287,济南市城南支行,"0108001,0140001,370102,00287",00287,301--已生效待下柜,2027-07-14,JB8100,2024-07-14,2027-07-14,,zxsq2024071400185Z5,tz2024071400185CS,tz2024070600185FV,FXQYF057L95988722896476652434017627249817,XYED2024071400000185,xytz2024071400185BY,xyht20240714001857M,1--是,900000000016,01--融资人,tz2024071400185CS,FXQYF057L95988722896476652434017627249817,,,,14802D01,0--浮动值浮动,4--满月分段计息,1--按季计息,其他固定资产贷款,1010299--其他固定资产贷款,2001--单一债项,105029900,0100--正常申请,01--人民币,02--到期还款,41003--非上市公司股权质押,F5162,F5162--石油及制品批发,56,113201,113201--普通中期贷款,企业法人,基础客户,长尾,110,370102--山东省--济南市--历下区,B0201--港澳台相对控股,2024-10-12 13:35:41,2025-06-13 11:41:24,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,1,1-新一代信息技术产业,1010299--其他固定资产贷款,1.0,,无,F5162--石油及制品批发,400.62,1109.4
2026-06-30,900000000048,A00048,启航科技有限公司,20231216001867U,276963173041-6,0203--关注3,0101--正常1,关注,正常,正常,2.0,中期,上海市,公司固定贷款,2026-06-30,上海分行,00301,上海市城南支行,"0108001,0140001,310115,00301",00301,302--已生效终止下柜,2025-12-16,JB7184,2023-12-16,2025-12-16,2026-01-03,zxsq2023121600186UI,tz2023121600186CT,tz20231127001860Y,FXQYF619L62949765361384185313500689803824,,,,1--是,900000000048,01--融资人,tz2023121600186CT,FXQYF619L62949765361384185313500689803824,,,,01700Y05,0--浮动值浮动,5--满季分段计息,4--手工计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2001--单一债项,105030500,0700--连连贷,01--人民币,02--到期还款,30104--厂房抵押,C3252,C3252--铝压延加工,09,113201,113201--普通中期贷款,企业法人,风险客户,风险,149,310115--上海市--上海市--浦东新区,A0101--国有相对控股,2024-02-07 10:12:49,2026-03-26 18:38:26,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,,无,C3252--铝压延加工,0.0,1775.74
2026-06-30,900000000062,A00062,华盛软件有限公司,2025080300187T3,821784917152-3,0101--正常1,0101--正常1,正常,正常,正常,2.0,中期,浙江省,公司固定贷款,2026-06-30,杭州分行,00293,杭州市城北支行,"0108001,0140001,330106,00293",00293,301--已生效待下柜,2027-08-03,JB2241,2025-08-03,2027-10-02,,zxsq2025080300187HN,tz2025080300187TH,tz2025072000187GG,FXQYF579L57973503376884096086822372794309,,,,1--是,900000000062,01--融资人,tz2025080300187TH,FXQYF579L57973503376884096086822372794309,,,,01700Y01,0--浮动值浮动,1--不分段计息,0--按月计息,公司商用房按揭贷款,1010302--公司商用房按揭贷款,2001--单一债项,105030200,0301--重组-借新还旧（变更主体）,01--人民币,0102--分期等额本息,40102--定期保证金,C3352,C3352--建筑装饰及水暖管道零件制造,66,113201,113201--普通中期贷款,企业法人,成长客户,潜力,141,330106--浙江省--杭州市--西湖区,B0101--私人相对控股,2025-08-27 15:00:15,2026-03-12 18:41:08,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,0,0-不属于战略性新兴产业,1010302--公司商用房按揭贷款,1.0,,无,C3352--建筑装饰及水暖管道零件制造,2872.65,4055.5
2026-06-30,900000000077,A00077,华盛建设有限公司,2025111800188DS,479102514864-4,0101--正常1,0101--正常1,正常,正常,正常,10.0,长期,福建省,公司固定贷款,2026-06-30,莆田分行,00490,莆田市营业部,"0108001,0140001,350302,00490",00490,301--已生效待下柜,2035-11-18,JB8585,2025-11-18,2035-12-18,,zxsq2025111800188TE,tz202511180018808,tz2025110400188FB,FXQYF965L93620147789915042328559709386158,,,,1--是,900000000077,01--融资人,tz202511180018808,FXQYF965L93620147789915042328559709386158,,,,01700Y01,0--浮动值浮动,1--不分段计息,0--按月计息,公司厂房按揭贷款,1010305--公司厂房按揭贷款,2002--组合债项,105030500,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,203--专业担保公司保证,L7212,L7212--投资与资产管理,81,113301,113301--普通长期贷款,企业法人,重点客户,价值,110,350302--福建省--莆田市--城厢区,B0102--私人绝对控股,2025-11-18 16:13:51,2026-01-02 10:53:55,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010305--公司厂房按揭贷款,1.0,,无,L7212--投资与资产管理,627.76,654.49
2026-06-30,900000000056,A00056,卓越科技集团有限公司,202403020018931,126051868701-5,0103--正常3,0102--正常2,正常,正常,正常,10.0,长期,福建省,公司固定贷款,2026-06-30,宁德分行,01091,宁德市城南支行,"0108001,0140001,350902,01091",01091,301--已生效待下柜,2034-03-02,JB9202,2024-03-02,2034-05-01,,zxsq20240302001896W,tz2024030200189TC,tz20240228001895W,FXQYF710L78308176928167933421784428402281,,,,1--是,900000000056,01--融资人,tz2024030200189TC,FXQYF710L78308176928167933421784428402281,,,,14802D01,0--浮动值浮动,4--满月分段计息,2--按年计息,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0100--正常申请,01--人民币,02--到期还款,41699--其他应收账款质押,C2023,C2023--刨花板制造,05,113301,113301--普通长期贷款,企业法人,基础客户,长尾,149,350902--福建省--宁德市--蕉城区,B0301--外商相对控股,2024-03-20 13:40:47,2026-06-22 13:26:04,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010203--项目贷款,1.0,,无,C2023--刨花板制造,11487.31,14822.33
2026-06-30,900000000093,A00093,嘉禾物流股份有限公司,2026011500190YB,416934653508-7,0400--可疑,0203--关注3,不良,关注,关注,5.0,中期,云南省,公司固定贷款,2026-06-30,昆明分行,00293,昆明市城北支行,"0108001,0140001,530103,00293",00293,301--已生效待下柜,2031-01-15,JB6247,2026-01-15,2031-02-14,,zxsq20260115001903N,tz2026011500190W2,tz20260107001902H,FXQYF862L89869645067811036008235518612599,,,,1--是,900000000093,01--融资人,tz2026011500190W2,FXQYF862L89869645067811036008235518612599,,,,01700Y05,0--浮动值浮动,4--满月分段计息,1--按季计息,公司住房开发贷款,1010201--公司住房开发贷款,2001--单一债项,105020100,0100--正常申请,01--人民币,0102--分期等额本息,201--公司法人保证,F5175,F5175--电气设备批发,33,113202,113202--中期住房开发贷款,企业法人,风险客户,风险,190,530103--云南省--昆明市--盘龙区,A0201--集体相对控股,2026-02-26 13:16:44,2026-05-17 18:29:32,0008--主合同(企金合同),1001--传统企金业务模板,1,LOAN_CORE,7,7-节能环保产业,1010201--公司住房开发贷款,1.0,,无,F5175--电气设备批发,1700.4,1854.98
2026-06-30,900000000096,A00096,瑞达电子有限公司,20240909001913F,827214233763-8,0103--正常3,0101--正常1,正常,正常,正常,5.0,中期,四川省,公司固定贷款,2026-06-30,成都分行,00298,成都市城南支行,"0108001,0140001,510107,00298",00298,301--已生效待下柜,2029-09-09,JB1792,2024-09-09,2029-09-09,,zxsq2024090900191L6,tz2024090900191MM,tz2024090800191B0,FXQYF789L63515336617051368422057436336975,XYED2024090900000191,xytz20240909001917U,xyht2024090900191OW,1--是,900000000096,01--融资人,tz2024090900191MM,FXQYF789L63515336617051368422057436336975,,,,14802D01,0--浮动值浮动,4--满月分段计息,1--按季计息,项目贷款,1010203--项目贷款,2001--单一债项,105020300,0301--重组-借新还旧（变更主体）,01--人民币,0101--分期等额本金,30202--工业用地土地使用权抵押,C2720,C2720--化学药品制剂制造,91,113201,113201--普通中期贷款,企业法人,基础客户,长尾,174,510107--四川省--成都市--武侯区,A0201--集体相对控股,2024-11-17 11:28:05,2025-03-30 08:43:39,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,1,1-新一代信息技术产业,1010203--项目贷款,1.0,嘉禾产业集团有限公司,有,C2720--化学药品制剂制造,3782.52,5819.26
2026-06-30,900000000086,A00086,星海食品有限公司,2024022300192DO,234742970018-1,0400--可疑,0102--正常2,不良,正常,正常,7.0,长期,天津市,公司固定贷款,2026-06-30,天津分行,00293,天津市城南支行,"0108001,0140001,120101,00293",00293,301--已生效待下柜,2031-02-23,JB5944,2024-02-23,2031-02-23,,zxsq2024022300192K8,tz20240223001929L,tz2024021300192LW,FXQYF625L66174781344138310492783055976856,,,,1--是,900000000086,01--融资人,tz20240223001929L,FXQYF625L66174781344138310492783055976856,,,,14802D01,0--浮动值浮动,1--不分段计息,0--按月计息,其他固定资产贷款,1010299--其他固定资产贷款,2002--组合债项,105029900,0100--正常申请,01--人民币,03--分期还款（不规则期限还款）,306--在建工程,C1369,C1369--其他水产品加工,34,113301,113301--普通长期贷款,企业法人,重点客户,价值,190,120101--天津市--天津市--和平区,A0101--国有相对控股,2024-05-14 12:51:13,2025-08-15 14:29:49,0008--主合同(企金合同),1001--传统企金业务模板,1,CREDIT,0,0-不属于战略性新兴产业,1010299--其他固定资产贷款,1.0,嘉禾产业集团有限公司,有,C1369--其他水产品加工,4186.1,7461.14
